sku_id,attribute,agreement,n_variants,proposed,status
shopify:www.taylorstitch.com:7523414900813,waistline,0.4,3,,not_applicable
shopify:www.taylorstitch.com:7579184889933,waistline,0.4,3,none,labeled
shopify:www.taylorstitch.com:7579256258637,waistline,0.4,3,none,labeled
shopify:www.taylorstitch.com:7645558538317,collar_type,0.4,3,,not_applicable
shopify:www.tentree.com:8143564112058,details,0.4,3,"[""none""]",labeled
shopify:www.tentree.com:8216161550522,details,0.4,4,"[""none""]",labeled
shopify:www.tentree.com:8360508686522,waistline,0.4,3,,unknown
shopify:www.tentree.com:8360518353082,details,0.4,3,[],not_applicable
shopify:www.thursdayboots.com:6860805079130,colour_primary,0.4,3,brown,labeled
shopify:www.thursdayboots.com:7303123501146,occasion,0.4,3,,not_applicable
shopify:www.thursdayboots.com:7303124058202,pattern,0.4,3,,not_applicable
shopify:www.thursdayboots.com:7331567796314,details,0.4,3,"[""none""]",labeled
shopify:www.thursdayboots.com:7331567796314,occasion,0.4,3,casual,labeled
shopify:www.thursdayboots.com:7371077156954,waistline,0.4,3,,not_applicable
shopify:www.thursdayboots.com:7386239631450,details,0.4,3,,not_applicable
shopify:www.thursdayboots.com:7625825026138,waistline,0.4,3,none,labeled
shopify:www.thursdayboots.com:7804049162330,pattern,0.4,3,solid,labeled
shopify:www.untuckit.com:7527093960782,details,0.4,3,"[""none""]",labeled
shopify:www.untuckit.com:7527093960782,waistline,0.4,3,,unknown
shopify:www.untuckit.com:7853403177038,details,0.4,4,"[""none""]",labeled
shopify:www.untuckit.com:7853403177038,waistline,0.4,3,,unknown
shopify:www.untuckit.com:7861509509,waistline,0.4,3,none,labeled
shopify:fahertybrand.com:7876153606213,silhouette,0.5,2,,unknown
shopify:fahertybrand.com:7876153606213,sleeve_length,0.5,2,,unknown
shopify:fahertybrand.com:7876156948549,garment_length,0.5,2,,unknown
shopify:fahertybrand.com:7876156948549,occasion,0.5,2,casual,labeled
shopify:fahertybrand.com:8021058486341,details,0.5,3,"[""none""]",labeled
shopify:fahertybrand.com:8021060321349,details,0.5,3,,unknown
shopify:fahertybrand.com:8021060321349,garment_length,0.5,2,hip,labeled
shopify:fahertybrand.com:8021060321349,occasion,0.5,2,,unknown
shopify:fahertybrand.com:8021060321349,pattern,0.5,2,,unknown
shopify:fahertybrand.com:8021060321349,sleeve_style,0.5,2,set_in,labeled
shopify:fahertybrand.com:8021060321349,waistline,0.5,3,,unknown
shopify:fahertybrand.com:8021060649029,sleeve_style,0.5,2,set_in,labeled
shopify:fahertybrand.com:8021062123589,colour_primary,0.5,2,,unknown
shopify:fahertybrand.com:8021062123589,silhouette,0.5,2,straight,labeled
shopify:naadam.co:6620058320992,waistline,0.5,2,,not_applicable
shopify:naadam.co:7294139891808,collar_type,0.5,2,,unknown
shopify:naadam.co:7294139891808,occasion,0.5,2,,unknown
shopify:naadam.co:7294139891808,sleeve_length,0.5,2,,unknown
shopify:naadam.co:7294139891808,sleeve_style,0.5,2,,unknown
shopify:naadam.co:7294196842592,details,0.5,3,,unknown
shopify:naadam.co:7505740169312,details,0.5,2,,unknown
shopify:naadam.co:7668949647456,details,0.5,3,,unknown
shopify:naadam.co:7668949647456,sleeve_length,0.5,2,long,labeled
shopify:naadam.co:7668949647456,sleeve_style,0.5,2,set_in,labeled
shopify:naadam.co:7668949647456,waistline,0.5,2,none,labeled
shopify:naadam.co:7686336282720,closure,0.5,3,pullover,labeled
shopify:naadam.co:7686336282720,collar_type,0.5,3,,unknown
shopify:www.american-giant.com:10411200610485,closure,0.5,2,pullover,labeled
shopify:www.american-giant.com:10411200610485,details,0.5,3,,unknown
shopify:www.american-giant.com:10411200610485,pattern,0.5,2,,unknown
shopify:www.american-giant.com:10411200610485,sleeve_style,0.5,2,set_in,labeled
shopify:www.american-giant.com:7392737001653,details,0.5,2,,unknown
shopify:www.american-giant.com:7392737001653,pattern,0.5,2,solid,labeled
shopify:www.everlane.com:7784910291030,collar_type,0.5,2,none,labeled
shopify:www.everlane.com:7784910291030,pattern,0.5,2,solid,labeled
shopify:www.marinelayer.com:7892037304394,details,0.5,2,[],not_applicable
shopify:www.marinelayer.com:8175117697098,waistline,0.5,3,,unknown
shopify:www.rothys.com:7524437688414,details,0.5,2,"[""none""]",labeled
shopify:www.taylorstitch.com:7376878403661,closure,0.5,3,,unknown
shopify:www.taylorstitch.com:7376878403661,collar_type,0.5,2,none,labeled
shopify:www.taylorstitch.com:7376878403661,waistline,0.5,3,none,labeled
shopify:www.tentree.com:8143571157178,closure,0.5,2,pullover,labeled
shopify:www.tentree.com:8143571157178,waistline,0.5,3,,unknown
shopify:www.tentree.com:8143573254330,collar_type,0.5,2,none,labeled
shopify:www.tentree.com:8143573254330,details,0.5,2,"[""none""]",labeled
shopify:www.tentree.com:8143573254330,sleeve_style,0.5,2,,unknown
shopify:www.untuckit.com:6689477957,details,0.5,3,"[""lined""]",labeled
shopify:www.untuckit.com:6689477957,garment_length,0.5,2,,unknown
shopify:www.untuckit.com:6689477957,occasion,0.5,3,casual,labeled
shopify:www.untuckit.com:6689477957,silhouette,0.5,2,,unknown
shopify:www.untuckit.com:7551358107726,silhouette,0.5,3,,unknown
shopify:www.untuckit.com:7551358107726,waistline,0.5,2,,not_applicable
shopify:www.untuckit.com:7670059761742,closure,0.5,2,drawstring,labeled
shopify:www.untuckit.com:7670059761742,waistline,0.5,3,,not_applicable
shopify:fahertybrand.com:6907236188229,details,0.6,2,,unknown
shopify:fahertybrand.com:6907236188229,pattern,0.6,2,solid,labeled
shopify:fahertybrand.com:7485267116101,neckline,0.6,2,,unknown
shopify:fahertybrand.com:7485267116101,waistline,0.6,3,none,labeled
shopify:fahertybrand.com:7492253909061,details,0.6,2,,unknown
shopify:fahertybrand.com:7492253909061,sleeve_style,0.6,2,,unknown
shopify:fahertybrand.com:7492253909061,waistline,0.6,2,,not_applicable
shopify:fahertybrand.com:7492256235589,occasion,0.6,2,casual,labeled
shopify:fahertybrand.com:7492256235589,sleeve_style,0.6,2,,unknown
shopify:fahertybrand.com:7552626753605,occasion,0.6,2,casual,labeled
shopify:fahertybrand.com:7552629309509,silhouette,0.6,2,straight,labeled
shopify:fahertybrand.com:7552629309509,sleeve_style,0.6,2,,not_applicable
shopify:fahertybrand.com:7653193220165,silhouette,0.6,2,,unknown
shopify:fahertybrand.com:7653193220165,waistline,0.6,2,none,labeled
shopify:fahertybrand.com:7806931435589,closure,0.6,2,,unknown
shopify:fahertybrand.com:7821227524165,occasion,0.6,2,,unknown
shopify:fahertybrand.com:7876090298437,garment_length,0.6,2,hip,labeled
shopify:fahertybrand.com:7876090298437,silhouette,0.6,2,,unknown
shopify:fahertybrand.com:7876155867205,details,0.6,2,"[""none""]",labeled
shopify:fahertybrand.com:7876155867205,waistline,0.6,2,none,labeled
shopify:fahertybrand.com:7876162224197,garment_length,0.6,2,,unknown
shopify:fahertybrand.com:7876162224197,neckline,0.6,2,crew,labeled
shopify:fahertybrand.com:7876163469381,closure,0.6,2,,not_applicable
shopify:fahertybrand.com:7876163469381,collar_type,0.6,2,none,labeled
shopify:fahertybrand.com:7876163829829,details,0.6,2,"[""washed""]",labeled
shopify:fahertybrand.com:7876163829829,occasion,0.6,2,,unknown
shopify:fahertybrand.com:8021056323653,details,0.6,2,"[""none""]",labeled
shopify:fahertybrand.com:8021056323653,fit,0.6,2,,unknown
shopify:fahertybrand.com:8021056323653,waistline,0.6,3,,unknown
shopify:fahertybrand.com:8021060747333,details,0.6,2,,unknown
shopify:fahertybrand.com:8021060812869,collar_type,0.6,2,shirt,labeled
shopify:fahertybrand.com:8021060812869,garment_length,0.6,2,,unknown
shopify:fahertybrand.com:8021060812869,sleeve_style,0.6,2,,unknown
shopify:fahertybrand.com:8021060812869,waistline,0.6,2,none,labeled
shopify:fahertybrand.com:8021062516805,details,0.6,2,,unknown
shopify:fahertybrand.com:8021062516805,sleeve_style,0.6,2,,unknown
shopify:fahertybrand.com:8021062516805,waistline,0.6,3,,not_applicable
shopify:fahertybrand.com:8021113733189,colour_primary,0.6,2,multicolour,labeled
shopify:fahertybrand.com:8021113733189,waistline,0.6,2,normal,labeled
shopify:fahertybrand.com:8021113798725,details,0.6,2,,unknown
shopify:fahertybrand.com:8021113798725,occasion,0.6,2,,unknown
shopify:fahertybrand.com:8021114224709,details,0.6,3,,unknown
shopify:fahertybrand.com:8021114224709,pattern,0.6,2,,unknown
shopify:fahertybrand.com:8021114617925,collar_type,0.6,2,,unknown
shopify:fahertybrand.com:8021114617925,garment_length,0.6,2,,unknown
shopify:fahertybrand.com:8021114617925,pattern,0.6,2,,unknown
shopify:fahertybrand.com:8112424550469,silhouette,0.6,2,,unknown
shopify:fahertybrand.com:8112424550469,waistline,0.6,2,,not_applicable
shopify:fahertybrand.com:8164247273541,closure,0.6,2,pullover,labeled
shopify:fahertybrand.com:8164247273541,sleeve_length,0.6,2,short,labeled
shopify:fahertybrand.com:8164247273541,sleeve_style,0.6,3,,unknown
shopify:fahertybrand.com:8164247273541,waistline,0.6,2,none,labeled
shopify:ministryofsupply.com:7395695820875,collar_type,0.6,2,,unknown
shopify:ministryofsupply.com:7395695820875,details,0.6,2,,unknown
shopify:ministryofsupply.com:7395695820875,neckline,0.6,2,,unknown
shopify:ministryofsupply.com:7395695820875,occasion,0.6,2,,unknown
shopify:ministryofsupply.com:7397342609483,details,0.6,2,,unknown
shopify:ministryofsupply.com:7397342609483,occasion,0.6,2,,unknown
shopify:ministryofsupply.com:7397342609483,waistline,0.6,2,,unknown
shopify:ministryofsupply.com:7397378654283,neckline,0.6,2,,unknown
shopify:ministryofsupply.com:7397378654283,pattern,0.6,2,,unknown
shopify:ministryofsupply.com:7397378654283,waistline,0.6,2,,unknown
shopify:ministryofsupply.com:7399376355403,garment_length,0.6,2,,unknown
shopify:ministryofsupply.com:7406909849675,details,0.6,3,,unknown
shopify:ministryofsupply.com:7406909849675,occasion,0.6,2,,unknown
shopify:ministryofsupply.com:7483396096075,collar_type,0.6,2,,unknown
shopify:ministryofsupply.com:7483396096075,details,0.6,3,,unknown
shopify:ministryofsupply.com:7483396096075,waistline,0.6,3,,unknown
shopify:naadam.co:6619045298272,neckline,0.6,2,,unknown
shopify:naadam.co:6619045298272,waistline,0.6,3,none,labeled
shopify:naadam.co:6663311982688,colour_primary,0.6,2,,unknown
shopify:naadam.co:6663311982688,sleeve_style,0.6,2,,unknown
shopify:naadam.co:6835720388704,occasion,0.6,2,casual,labeled
shopify:naadam.co:6835720388704,waistline,0.6,2,,not_applicable
shopify:naadam.co:6835720585312,waistline,0.6,2,,unknown
shopify:naadam.co:6835721404512,details,0.6,2,,unknown
shopify:naadam.co:6835721404512,occasion,0.6,2,,unknown
shopify:naadam.co:6835721404512,pattern,0.6,2,solid,labeled
shopify:naadam.co:6835721404512,sleeve_style,0.6,2,set_in,labeled
shopify:naadam.co:7278783791200,silhouette,0.6,2,,unknown
shopify:naadam.co:7294078058592,colour_primary,0.6,2,black,labeled
shopify:naadam.co:7294078058592,pattern,0.6,2,solid,labeled
shopify:naadam.co:7294078058592,waistline,0.6,3,,not_applicable
shopify:naadam.co:7481340461152,pattern,0.6,2,,unknown
shopify:naadam.co:7481340461152,sleeve_style,0.6,2,,not_applicable
shopify:naadam.co:7481340461152,waistline,0.6,2,none,labeled
shopify:naadam.co:7505739317344,waistline,0.6,3,,not_applicable
shopify:naadam.co:7505739710560,details,0.6,2,,unknown
shopify:naadam.co:7505741021280,closure,0.6,2,,unknown
shopify:naadam.co:7505741021280,collar_type,0.6,2,none,labeled
shopify:naadam.co:7505741021280,details,0.6,2,"[""none""]",labeled
shopify:naadam.co:7505741021280,material,0.6,2,,unknown
shopify:naadam.co:7505741021280,sleeve_style,0.6,2,set_in,labeled
shopify:naadam.co:7505741021280,waistline,0.6,3,none,labeled
shopify:naadam.co:7519922421856,sleeve_length,0.6,2,long,labeled
shopify:naadam.co:7519922421856,waistline,0.6,2,none,labeled
shopify:naadam.co:7529002532960,closure,0.6,2,,unknown
shopify:naadam.co:7529002532960,pattern,0.6,2,,unknown
shopify:naadam.co:7529002532960,waistline,0.6,3,,not_applicable
shopify:naadam.co:7634686476384,details,0.6,2,"[""none""]",labeled
shopify:naadam.co:7634686476384,occasion,0.6,2,,unknown
shopify:naadam.co:7634686476384,sleeve_length,0.6,2,,unknown
shopify:naadam.co:7634686476384,waistline,0.6,3,none,labeled
shopify:naadam.co:7721034481760,waistline,0.6,3,,not_applicable
shopify:www.allbirds.com:6822714867792,closure,0.6,2,,unknown
shopify:www.allbirds.com:6822714867792,details,0.6,3,,not_applicable
shopify:www.allbirds.com:6859425120336,closure,0.6,2,pullover,labeled
shopify:www.allbirds.com:6859425120336,collar_type,0.6,2,,unknown
shopify:www.allbirds.com:6859425120336,details,0.6,2,"[""none""]",labeled
shopify:www.allbirds.com:6859425120336,waistline,0.6,2,none,labeled
shopify:www.allbirds.com:7009927430224,details,0.6,3,,unknown
shopify:www.allbirds.com:7009927430224,fit,0.6,2,,unknown
shopify:www.allbirds.com:7010120368208,material,0.6,2,synthetic,labeled
shopify:www.allbirds.com:7082681008208,fit,0.6,2,,not_applicable
shopify:www.allbirds.com:7082681008208,occasion,0.6,2,athletic,labeled
shopify:www.allbirds.com:7082681008208,pattern,0.6,2,,not_applicable
shopify:www.allbirds.com:7188364329040,closure,0.6,2,,not_applicable
shopify:www.allbirds.com:7188364329040,details,0.6,3,,not_applicable
shopify:www.allbirds.com:7193758498896,details,0.6,2,,not_applicable
shopify:www.allbirds.com:7193758498896,occasion,0.6,2,casual,labeled
shopify:www.allbirds.com:7193763905616,closure,0.6,2,,unknown
shopify:www.allbirds.com:7193763905616,details,0.6,3,,unknown
shopify:www.allbirds.com:7193763905616,material,0.6,2,,unknown
shopify:www.allbirds.com:7199672238160,material,0.6,2,synthetic,labeled
shopify:www.allbirds.com:7205194924112,material,0.6,2,,unknown
shopify:www.allbirds.com:7215631466576,pattern,0.6,3,,unknown
shopify:www.allbirds.com:7257961955408,fit,0.6,2,,not_applicable
shopify:www.american-giant.com:10182349127861,occasion,0.6,2,,unknown
shopify:www.american-giant.com:10251466014901,pattern,0.6,2,solid,labeled
shopify:www.american-giant.com:10251478794421,details,0.6,2,[],not_applicable
shopify:www.american-giant.com:10251480006837,waistline,0.6,2,,not_applicable
shopify:www.american-giant.com:10297735479477,sleeve_length,0.6,2,sleeveless,labeled
shopify:www.american-giant.com:10312474919093,neckline,0.6,2,,unknown
shopify:www.american-giant.com:10341502386357,occasion,0.6,2,,unknown
shopify:www.american-giant.com:10341502582965,colour_primary,0.6,2,grey,labeled
shopify:www.american-giant.com:10341502582965,sleeve_style,0.6,2,set_in,labeled
shopify:www.american-giant.com:10341502582965,waistline,0.6,3,,not_applicable
shopify:www.american-giant.com:10341503107253,details,0.6,2,,unknown
shopify:www.american-giant.com:10341503107253,neckline,0.6,2,,unknown
shopify:www.american-giant.com:10341503434933,material,0.6,2,,unknown
shopify:www.american-giant.com:10341503434933,waistline,0.6,3,,unknown
shopify:www.american-giant.com:10362935935157,details,0.6,3,,unknown
shopify:www.american-giant.com:10362936918197,closure,0.6,2,,unknown
shopify:www.american-giant.com:10362936918197,waistline,0.6,2,none,labeled
shopify:www.american-giant.com:10362937737397,waistline,0.6,2,,not_applicable
shopify:www.american-giant.com:10390733095093,closure,0.6,2,,unknown
shopify:www.american-giant.com:10390733095093,collar_type,0.6,2,,unknown
shopify:www.american-giant.com:10390733095093,occasion,0.6,2,,unknown
shopify:www.american-giant.com:10414088716469,occasion,0.6,2,,unknown
shopify:www.american-giant.com:10414088716469,pattern,0.6,3,,unknown
shopify:www.american-giant.com:10470705594549,sleeve_length,0.6,2,,unknown
shopify:www.american-giant.com:10470705594549,waistline,0.6,2,none,labeled
shopify:www.american-giant.com:6278685950133,closure,0.6,2,pullover,labeled
shopify:www.american-giant.com:6278685950133,collar_type,0.6,2,none,labeled
shopify:www.american-giant.com:6278685950133,pattern,0.6,2,,unknown
shopify:www.american-giant.com:6278685950133,sleeve_style,0.6,2,,unknown
shopify:www.american-giant.com:6278685950133,waistline,0.6,2,none,labeled
shopify:www.american-giant.com:6732639764661,closure,0.6,2,pullover,labeled
shopify:www.american-giant.com:6732639764661,details,0.6,3,"[""none""]",labeled
shopify:www.american-giant.com:6732639764661,occasion,0.6,2,casual,labeled
shopify:www.american-giant.com:6732639764661,pattern,0.6,2,,unknown
shopify:www.american-giant.com:6732639764661,waistline,0.6,3,none,labeled
shopify:www.american-giant.com:7135736496309,material,0.6,2,cotton,labeled
shopify:www.american-giant.com:7135736496309,occasion,0.6,2,casual,labeled
shopify:www.american-giant.com:7135736496309,silhouette,0.6,3,straight,labeled
shopify:www.american-giant.com:7135736496309,sleeve_style,0.6,2,set_in,labeled
shopify:www.american-giant.com:7135736496309,waistline,0.6,2,none,labeled
shopify:www.american-giant.com:7135738167477,closure,0.6,3,,unknown
shopify:www.american-giant.com:7135738167477,details,0.6,3,"[""none""]",labeled
shopify:www.american-giant.com:7135738167477,sleeve_style,0.6,2,set_in,labeled
shopify:www.american-giant.com:7393077395637,closure,0.6,3,pullover,labeled
shopify:www.american-giant.com:7393077395637,details,0.6,3,,unknown
shopify:www.american-giant.com:7393078870197,closure,0.6,2,pullover,labeled
shopify:www.american-giant.com:7393078870197,sleeve_style,0.6,2,,unknown
shopify:www.american-giant.com:7478547382453,occasion,0.6,2,casual,labeled
shopify:www.american-giant.com:7482388938933,details,0.6,2,,unknown
shopify:www.american-giant.com:7482388938933,occasion,0.6,2,,unknown
shopify:www.american-giant.com:7653235884213,colour_primary,0.6,2,multicolour,labeled
shopify:www.american-giant.com:7653235884213,occasion,0.6,2,,unknown
shopify:www.american-giant.com:7653236211893,waistline,0.6,2,none,labeled
shopify:www.american-giant.com:7881986408629,collar_type,0.6,2,,unknown
shopify:www.american-giant.com:7881986408629,sleeve_style,0.6,2,,unknown
shopify:www.american-giant.com:7954882953397,closure,0.6,2,pullover,labeled
shopify:www.american-giant.com:7954882953397,details,0.6,3,"[""none""]",labeled
shopify:www.american-giant.com:7954882953397,material,0.6,2,,unknown
shopify:www.american-giant.com:7954882953397,occasion,0.6,2,casual,labeled
shopify:www.american-giant.com:7954882953397,pattern,0.6,2,,unknown
shopify:www.american-giant.com:7954882953397,sleeve_style,0.6,2,,unknown
shopify:www.american-giant.com:7954882953397,waistline,0.6,3,none,labeled
shopify:www.american-giant.com:7954884821173,colour_primary,0.6,2,brown,labeled
shopify:www.everlane.com:7784906686550,fit,0.6,2,loose,labeled
shopify:www.everlane.com:7784906686550,sleeve_style,0.6,2,,unknown
shopify:www.everlane.com:7784906784854,occasion,0.6,2,,unknown
shopify:www.everlane.com:7784906784854,pattern,0.6,2,solid,labeled
shopify:www.everlane.com:7790982398038,silhouette,0.6,2,,unknown
shopify:www.everlane.com:7790982398038,sleeve_length,0.6,2,short,labeled
shopify:www.everlane.com:7790982496342,details,0.6,2,"[""none""]",labeled
shopify:www.everlane.com:7790982496342,sleeve_style,0.6,2,,unknown
shopify:www.everlane.com:7790982529110,details,0.6,2,,unknown
shopify:www.everlane.com:7790982529110,occasion,0.6,2,,unknown
shopify:www.everlane.com:7791015362646,details,0.6,2,"[""none""]",labeled
shopify:www.everlane.com:7791015362646,waistline,0.6,3,none,labeled
shopify:www.everlane.com:7823763374166,closure,0.6,2,,not_applicable
shopify:www.everlane.com:7823763374166,details,0.6,2,,unknown
shopify:www.everlane.com:7823763374166,occasion,0.6,2,casual,labeled
shopify:www.everlane.com:7823763374166,pattern,0.6,2,,unknown
shopify:www.everlane.com:7823763374166,sleeve_style,0.6,2,,not_applicable
shopify:www.everlane.com:7825077698646,details,0.6,2,,unknown
shopify:www.everlane.com:7825077698646,occasion,0.6,2,casual,labeled
shopify:www.everlane.com:7827412582486,details,0.6,2,,unknown
shopify:www.everlane.com:7827412582486,occasion,0.6,2,casual,labeled
shopify:www.everlane.com:7827412582486,waistline,0.6,3,,unknown
shopify:www.everlane.com:7827422609494,closure,0.6,2,pullover,labeled
shopify:www.everlane.com:7827422773334,pattern,0.6,2,solid,labeled
shopify:www.everlane.com:7827422773334,silhouette,0.6,2,straight,labeled
shopify:www.everlane.com:7827422871638,closure,0.6,2,pullover,labeled
shopify:www.everlane.com:7827422871638,details,0.6,3,,unknown
shopify:www.everlane.com:7827422871638,occasion,0.6,2,,unknown
shopify:www.everlane.com:7827422871638,pattern,0.6,2,solid,labeled
shopify:www.everlane.com:7827422871638,silhouette,0.6,2,,unknown
shopify:www.everlane.com:7827422904406,closure,0.6,3,,unknown
shopify:www.everlane.com:7827422904406,occasion,0.6,2,casual,labeled
shopify:www.everlane.com:7827422904406,pattern,0.6,2,,unknown
shopify:www.everlane.com:7827422904406,sleeve_style,0.6,2,,unknown
shopify:www.everlane.com:7830716547158,closure,0.6,2,,unknown
shopify:www.everlane.com:7830716547158,details,0.6,2,"[""none""]",labeled
shopify:www.everlane.com:7830716547158,occasion,0.6,2,casual,labeled
shopify:www.everlane.com:7830716547158,waistline,0.6,3,none,labeled
shopify:www.everlane.com:7830716645462,closure,0.6,3,,unknown
shopify:www.everlane.com:7830716645462,details,0.6,3,,unknown
shopify:www.everlane.com:7830716645462,occasion,0.6,2,,unknown
shopify:www.everlane.com:7830716678230,pattern,0.6,2,,unknown
shopify:www.everlane.com:7841450819670,occasion,0.6,2,casual,labeled
shopify:www.everlane.com:7841451704406,details,0.6,3,,unknown
shopify:www.everlane.com:7841451704406,pattern,0.6,2,,unknown
shopify:www.everlane.com:7841850622038,closure,0.6,2,pullover,labeled
shopify:www.everlane.com:7841850622038,pattern,0.6,2,,unknown
shopify:www.everlane.com:7841851211862,details,0.6,3,"[""none""]",labeled
shopify:www.everlane.com:7841851211862,occasion,0.6,2,,unknown
shopify:www.everlane.com:7841851211862,pattern,0.6,2,solid,labeled
shopify:www.everlane.com:7841851211862,sleeve_length,0.6,2,,unknown
shopify:www.everlane.com:7841880768598,occasion,0.6,2,beach,labeled
shopify:www.everlane.com:7849644294230,details,0.6,2,,unknown
shopify:www.everlane.com:7854695415894,waistline,0.6,3,none,labeled
shopify:www.everlane.com:7855408185430,closure,0.6,2,,unknown
shopify:www.everlane.com:7855408185430,pattern,0.6,2,solid,labeled
shopify:www.everlane.com:7855408185430,sleeve_style,0.6,2,set_in,labeled
shopify:www.everlane.com:7859023347798,details,0.6,2,,unknown
shopify:www.everlane.com:7859754729558,details,0.6,2,"[""none""]",labeled
shopify:www.everlane.com:7859754729558,pattern,0.6,2,,unknown
shopify:www.everlane.com:7859755221078,details,0.6,2,"[""none""]",labeled
shopify:www.everlane.com:7859755221078,sleeve_style,0.6,2,,unknown
shopify:www.everlane.com:7859858538582,details,0.6,3,,unknown
shopify:www.everlane.com:7859858538582,pattern,0.6,2,,unknown
shopify:www.everlane.com:7876792418390,pattern,0.6,2,solid,labeled
shopify:www.everlane.com:7876792418390,silhouette,0.6,2,straight,labeled
shopify:www.everlane.com:7876792418390,sleeve_style,0.6,2,,unknown
shopify:www.everlane.com:7876792418390,waistline,0.6,3,none,labeled
shopify:www.marinelayer.com:8016250339402,details,0.6,2,,unknown
shopify:www.marinelayer.com:8016250339402,waistline,0.6,3,,unknown
shopify:www.marinelayer.com:8016253255754,details,0.6,2,,unknown
shopify:www.marinelayer.com:8016253780042,waistline,0.6,2,,unknown
shopify:www.marinelayer.com:8084567130186,material,0.6,2,,unknown
